Health Plan Provider ID|Network Code|First Name|Last Name|Business Name|NPI|Tax ID|Provider Type|Provider Assigned Members|Full or Part Time|In Person After Hours|Supervising Specialist|Supervising NPI|Specialization Certificate|Health Plan Address ID|Address Type|Clinic Name|Address 1|Address 2|Address 3|City|State Abbreviation|Zip Code|County Name|Phone Number|Fax Number|Email|Latitude|Longitude|Location Assigned Members|Taxonomy Code|Specialty Code|Primary Specialty|Board Certified|Board Eligible|Is PCP|Accepting New Patients|Accepting New Referrals|Network Tier ID|Provider Group Name|Outpatient Appointment Availability|In Directory|Contract Effective Date|Contract Termination Date
PRV200370|NW001|Marvin|Veigel||1449946608||PHYSICIAN|17|FT|TRUE||||ADDR200370|PHYSICAL||2650 W 69th Ave|||San Diego|CA|92113|SAN DIEGO|858-555-0370|858-777-0370|marvin.veigel@example.com|||17|NONE|86|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200235|NW001|Cheryl|Luehring||1443308488||PHYSICIAN|24|FT|TRUE||||ADDR200235|PHYSICAL||7902 S Abaunza Pike|||Jacumba|CA|91934|SAN DIEGO|858-555-0235|858-777-0235|cheryl.luehring@example.com|||24|NONE|C7|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200076|NW001|Ryan|Dager||1447222090||PHYSICIAN|97|FT|TRUE||||ADDR200076|PHYSICAL||3793 W 196th Pass|Suite 176||San Diego|CA|92107|SAN DIEGO|858-555-0076|858-777-0076|ryan.dager@example.com|||97|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200007|NW001|Ashley|Atwill||1446478204||PHYSICIAN|10|FT|TRUE||||ADDR200007|PHYSICAL||9645 Feehery Ct|||Santee|CA|92071|SAN DIEGO|858-555-0007|858-777-0007|ashley.atwill@example.com|||10|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200119|NW001|Alex|Gaboriault||1443124278||PHYSICIAN|47|FT|TRUE||||ADDR200119|PHYSICAL||2998 N 108th Vly|||San Diego|CA|92105|SAN DIEGO|858-555-0119|858-777-0119|alex.gaboriault@example.com|||47|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200175|NW001|Amanda|Horth||1449960643||PHYSICIAN|65|FT|TRUE||||ADDR200175|PHYSICAL||3456 159th Cyn|||San Diego|CA|92131|SAN DIEGO|858-555-0175|858-777-0175|amanda.horth@example.com|||65|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200298|NW001|Betty|Rathert||1449382792||PHYSICIAN|94|FT|TRUE||||ADDR200298|PHYSICAL||2725 SE 77th St|||San Diego|CA|92108|SAN DIEGO|858-555-0298|858-777-0298|betty.rathert@example.com|||94|NONE|06|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200350|NW001|Beverly|Trautman||1444780088||PHYSICIAN|90|FT|TRUE||||ADDR200350|PHYSICAL||4989 W Bluebell Hill Pkwy|||Borrego Springs|CA|92004|SAN DIEGO|858-555-0350|858-777-0350|beverly.trautman@example.com|||90|NONE|66|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200245|NW001|Betty|Mckinny||1440961374||PHYSICIAN|20|FT|TRUE||||ADDR200245|PHYSICAL||8002 W Alegar Dr|||San Diego|CA|92106|SAN DIEGO|858-555-0245|858-777-0245|betty.mckinny@example.com|||20|NONE|06|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200352|NW001|Melissa|Trembley||1448085436||PHYSICIAN|148|FT|TRUE||||ADDR200352|PHYSICAL||7723 E Cedar Spring Cv|Suite 452||Chula Vista|CA|91913|SAN DIEGO|858-555-0352|858-777-0352|melissa.trembley@example.com|||148|NONE|27|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200118|NW001|Ronald|Furgason||1442886894||PHYSICIAN|49|FT|TRUE||||ADDR200118|PHYSICAL||1898 SE Warren St|||Carlsbad|CA|92008|SAN DIEGO|858-555-0118|858-777-0118|ronald.furgason@example.com|||49|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200391|NW001|Evan|Whitehill||1441520034||PHYSICIAN|57|FT|TRUE||||ADDR200391|PHYSICAL||12258 NE Waldrip Cyn|||Ranchita|CA|92066|SAN DIEGO|858-555-0391|858-777-0391|evan.whitehill@example.com|||57|NONE|26|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200220|NW001|Gloria|Latten||1449311955||PHYSICIAN|133|FT|TRUE||||ADDR200220|PHYSICAL||2725 SE 77th St|Suite 320||Valley Center|CA|92082|SAN DIEGO|858-555-0220|858-777-0220|gloria.latten@example.com|||133|NONE|13|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200330|NW001|Matthew|Stamey||1443062951||PHYSICIAN|118|FT|TRUE||||ADDR200330|PHYSICAL||6662 W Maple Grove Blvd|||El Cajon|CA|92020|SAN DIEGO|619-555-0330|619-777-0330|matthew.stamey@example.com|||118|NONE|13|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200154|NW001|Beverly|Heiberger||1446147522||PHYSICIAN|104|FT|TRUE||||ADDR200154|PHYSICAL||2461 W 48th Park|||Valley Center|CA|92082|SAN DIEGO|858-555-0154|858-777-0154|beverly.heiberger@example.com|||104|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200013|NW001|Kathryn|Bal||1448190749||PHYSICIAN|65|FT|TRUE||||ADDR200013|PHYSICAL||2398 W 41st Park|||La Mesa|CA|91942|SAN DIEGO|858-555-0013|858-777-0013|kathryn.bal@example.com|||65|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200040|NW001|Jacob|Bukovsky||1445039919||PHYSICIAN|24|FT|TRUE||||ADDR200040|PHYSICAL||509 W Fleur Cyn|Suite 140||Camp Pendleton|CA|92055|SAN DIEGO|858-555-0040|858-777-0040|jacob.bukovsky@example.com|||24|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200228|NW001|Phillip|Longford||1444031060||PHYSICIAN|16|FT|TRUE||||ADDR200228|PHYSICAL||8619 Barbara St|Suite 328||San Diego|CA|92155|SAN DIEGO|619-555-0228|619-777-0228|phillip.longford@example.com|||16|NONE|66|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200005|NW001|John|Arfman||1441747203||PHYSICIAN|134|FT|TRUE||||ADDR200005|PHYSICAL||8910 E Brighter Park|||San Diego|CA|92122|SAN DIEGO|858-555-0005|858-777-0005|john.arfman@example.com|||134|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200059|NW001|Florence|Clesca||1445746125||PHYSICIAN|64|FT|TRUE||||ADDR200059|PHYSICAL||9877 SE Heidkamp St|||Jacumba|CA|91934|SAN DIEGO|858-555-0059|858-777-0059|florence.clesca@example.com|||64|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200148|NW001|Fred|Halechko||1448127226||PHYSICIAN|35|FT|TRUE||||ADDR200148|PHYSICAL||1225 Montgomery Ave|Suite 248||San Diego|CA|92155|SAN DIEGO|858-555-0148|858-777-0148|fred.halechko@example.com|||35|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200022|NW001|Eric|Biser||1440216791||PHYSICIAN|39|FT|TRUE||||ADDR200022|PHYSICAL||11550 SE Worbington Pkwy|||Ramona|CA|92065|SAN DIEGO|858-555-0022|858-777-0022|eric.biser@example.com|||39|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200275|NW001|Jeffrey|Pattinson||1449874024||PHYSICIAN|92|FT|TRUE||||ADDR200275|PHYSICAL||5228 Lotus Hill Dr|||San Diego|CA|92128|SAN DIEGO|858-555-0275|858-777-0275|jeffrey.pattinson@example.com|||92|NONE|C7|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200077|NW001|Judith|Dale||1447054165||PHYSICIAN|135|FT|TRUE||||ADDR200077|PHYSICAL||10550 NW Leinbach Blvd|||San Diego|CA|92139|SAN DIEGO|858-555-0077|858-777-0077|judith.dale@example.com|||135|NONE|01|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200346|NW001|Carlos|Teravainen||1443110729||PHYSICIAN|77|FT|TRUE||||ADDR200346|PHYSICAL||2305 N 31st Cv|||San Diego|CA|92105|SAN DIEGO|858-555-0346|858-777-0346|carlos.teravainen@example.com|||77|NONE|06|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200035|NW001|Donna|Bruder||1443580772||PHYSICIAN|44|FT|TRUE||||ADDR200035|PHYSICAL||845 SE Arizona Cir|||San Diego|CA|92127|SAN DIEGO|858-555-0035|858-777-0035|donna.bruder@example.com|||44|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200174|NW001|Dawn|Hornlein||1442103524||PHYSICIAN|119|FT|TRUE||||ADDR200174|PHYSICAL||429 NE Calanthe Br|||Jamul|CA|91935|SAN DIEGO|619-555-0174|619-777-0174|dawn.hornlein@example.com|||119|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200086|NW001|Nicole|Doporto||1447794945||PHYSICIAN|137|FT|TRUE||||ADDR200086|PHYSICAL||8359 N Angelbeck Pkwy|||National City|CA|91950|SAN DIEGO|858-555-0086|858-777-0086|nicole.doporto@example.com|||137|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200308|NW001|Erica|Rotolo||1448164526||PHYSICIAN|59|FT|TRUE||||ADDR200308|PHYSICAL||12366 NE Trucker Vly|Suite 408||Borrego Springs|CA|92004|SAN DIEGO|858-555-0308|858-777-0308|erica.rotolo@example.com|||59|NONE|C3|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200015|NW001|Louis|Baldor||1448191494||PHYSICIAN|106|FT|TRUE||||ADDR200015|PHYSICAL||7723 E Cedar Spring Cv|||Fallbrook|CA|92028|SAN DIEGO|619-555-0015|619-777-0015|louis.baldor@example.com|||106|NONE|01|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200081|NW001|Cody|Donerson||1444225143||PHYSICIAN|106|FT|TRUE||||ADDR200081|PHYSICAL||10083 SE Keller Rd|||El Cajon|CA|92021|SAN DIEGO|619-555-0081|619-777-0081|cody.donerson@example.com|||106|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200172|NW001|Steven|Hlad||1449041854||PHYSICIAN|80|FT|TRUE||||ADDR200172|PHYSICAL||2381 NE 39th Ave|Suite 272||Chula Vista|CA|91915|SAN DIEGO|858-555-0172|858-777-0172|steven.hlad@example.com|||80|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200111|NW001|Jeffrey|Franzeo||1449663374||PHYSICIAN|109|FT|TRUE||||ADDR200111|PHYSICAL||8517 NW Applegarth Vly|||San Ysidro|CA|92173|SAN DIEGO|619-555-0111|619-777-0111|jeffrey.franzeo@example.com|||109|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200211|NW001|Katherine|Kuilan||1442340225||PHYSICIAN|34|FT|TRUE||||ADDR200211|PHYSICAL||2159 SW 14th Ave|||San Diego|CA|92155|SAN DIEGO|858-555-0211|858-777-0211|katherine.kuilan@example.com|||34|NONE|C7|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200250|NW001|Leslie|Mindingall||1444482991||PHYSICIAN|41|FT|TRUE||||ADDR200250|PHYSICAL||8718 Barcomb Vly|||Cardiff By The Sea|CA|92007|SAN DIEGO|858-555-0250|858-777-0250|leslie.mindingall@example.com|||41|NONE|C3|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200292|NW001|Jean|Quails||1445002636||PHYSICIAN|8|FT|TRUE||||ADDR200292|PHYSICAL||3826 N Summer Park|Suite 392||Pauma Valley|CA|92061|SAN DIEGO|858-555-0292|858-777-0292|jean.quails@example.com|||8|NONE|13|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200145|NW001|Johnny|Greathouse||1447109935||PHYSICIAN|127|FT|TRUE||||ADDR200145|PHYSICAL||4095 N Stockton Pike|||San Diego|CA|92154|SAN DIEGO|858-555-0145|858-777-0145|johnny.greathouse@example.com|||127|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200371|NW001|Donald|Vela||1442307533||PHYSICIAN|87|FT|TRUE||||ADDR200371|PHYSICAL||2921 NE 99th Ln|||San Diego|CA|92130|SAN DIEGO|858-555-0371|858-777-0371|donald.vela@example.com|||87|NONE|86|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200053|NW001|Kenneth|Caspar||1446021556||PHYSICIAN|30|FT|TRUE||||ADDR200053|PHYSICAL||5806 S Aspen Pointe St|||Chula Vista|CA|91910|SAN DIEGO|858-555-0053|858-777-0053|kenneth.caspar@example.com|||30|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200369|NW001|Chad|Vasque||1449011001||PHYSICIAN|41|FT|TRUE||||ADDR200369|PHYSICAL||1454 W Salem Ave|||Borrego Springs|CA|92004|SAN DIEGO|619-555-0369|619-777-0369|chad.vasque@example.com|||41|NONE|86|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200387|NW001|Stephanie|Westre||1440509159||PHYSICIAN|118|FT|TRUE||||ADDR200387|PHYSICAL||4955 NW Aster Hill Cir|||Chula Vista|CA|91911|SAN DIEGO|619-555-0387|619-777-0387|stephanie.westre@example.com|||118|NONE|27|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200139|NW001|Donna|Glisson||1446439380||PHYSICIAN|55|FT|TRUE||||ADDR200139|PHYSICAL||9125 S Dace Cv|||San Diego|CA|92113|SAN DIEGO|858-555-0139|858-777-0139|donna.glisson@example.com|||55|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200056|NW001|Tammy|Chabez||1443436879||PHYSICIAN|129|FT|TRUE||||ADDR200056|PHYSICAL||1678 E Polk Park|Suite 156||Chula Vista|CA|91913|SAN DIEGO|858-555-0056|858-777-0056|tammy.chabez@example.com|||129|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200345|NW001|Antonio|Teravainen||1441605153||PHYSICIAN|116|FT|TRUE||||ADDR200345|PHYSICAL||11096 E Melendez Dr|||Julian|CA|92036|SAN DIEGO|619-555-0345|619-777-0345|antonio.teravainen@example.com|||116|NONE|66|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200147|NW001|Anna|Hagey||1447417927||PHYSICIAN|43|FT|TRUE||||ADDR200147|PHYSICAL||3450 E 158th Rd|||San Diego|CA|92116|SAN DIEGO|619-555-0147|619-777-0147|anna.hagey@example.com|||43|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200388|NW001|Kelly|Whigham||1445166219||PHYSICIAN|129|FT|TRUE||||ADDR200388|PHYSICAL||5865 SE Cherry Pointe Cv|Suite 488||La Mesa|CA|91941|SAN DIEGO|858-555-0388|858-777-0388|kelly.whigham@example.com|||129|NONE|26|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200395|NW001|Kathryn|Wigginton||1440629282||PHYSICIAN|35|FT|TRUE||||ADDR200395|PHYSICAL||7104 NE Alder Crest Cv|||Chula Vista|CA|91911|SAN DIEGO|858-555-0395|858-777-0395|kathryn.wigginton@example.com|||35|NONE|86|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200382|NW001|Wendy|Weekley||1441231311||PHYSICIAN|140|FT|TRUE||||ADDR200382|PHYSICAL||6524 N Cherry Grove Ct|||Potrero|CA|91963|SAN DIEGO|858-555-0382|858-777-0382|wendy.weekley@example.com|||140|NONE|86|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200177|NW001|Carol|Hosein||1442918366||PHYSICIAN|66|FT|TRUE||||ADDR200177|PHYSICAL||7778 W Abaja Dr|||San Diego|CA|92102|SAN DIEGO|619-555-0177|619-777-0177|carol.hosein@example.com|||66|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200001|NW001|Debra|Alton||1448282031||PHYSICIAN|131|FT|TRUE||||ADDR200001|PHYSICAL||853 NW Arkansas Dr|||San Diego|CA|92122|SAN DIEGO|858-555-0001|858-777-0001|debra.alton@example.com|||131|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200353|NW001|Denise|Trew||1449049182||PHYSICIAN|99|FT|TRUE||||ADDR200353|PHYSICAL||1449 SW Columbus Vly|||Bonsall|CA|92003|SAN DIEGO|858-555-0353|858-777-0353|denise.trew@example.com|||99|NONE|27|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200227|NW001|Carolyn|Longford||1448924905||PHYSICIAN|70|FT|TRUE||||ADDR200227|PHYSICAL||9405 E Emberson Cyn|||San Diego|CA|92127|SAN DIEGO|858-555-0227|858-777-0227|carolyn.longford@example.com|||70|NONE|C7|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200332|NW001|Ernest|Stanczyk||1445359912||PHYSICIAN|105|FT|TRUE||||ADDR200332|PHYSICAL||1651 E Henry Dr|Suite 432||San Diego|CA|92109|SAN DIEGO|858-555-0332|858-777-0332|ernest.stanczyk@example.com|||105|NONE|C3|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200052|NW001|Tammy|Casana||1449685100||PHYSICIAN|122|FT|TRUE||||ADDR200052|PHYSICAL||2069 SW 4th Ave|Suite 152||San Diego|CA|92139|SAN DIEGO|858-555-0052|858-777-0052|tammy.casana@example.com|||122|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200386|NW001|Linda|Westre||1440380066||PHYSICIAN|146|FT|TRUE||||ADDR200386|PHYSICAL||12441 SW Summerlot Vly|||San Diego|CA|92115|SAN DIEGO|858-555-0386|858-777-0386|linda.westre@example.com|||146|NONE|86|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200272|NW001|Bradley|Pancho||1440344540||PHYSICIAN|41|FT|TRUE||||ADDR200272|PHYSICAL||2218 W 21st Ave|Suite 372||San Diego|CA|92111|SAN DIEGO|858-555-0272|858-777-0272|bradley.pancho@example.com|||41|NONE|06|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200316|NW001|Norma|Scaiano||1446220543||PHYSICIAN|123|FT|TRUE||||ADDR200316|PHYSICAL||9372 NW Emberger Pass|Suite 416||San Marcos|CA|92069|SAN DIEGO|858-555-0316|858-777-0316|norma.scaiano@example.com|||123|NONE|C3|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200083|NW001|Janet|Donnick||1444438966||PHYSICIAN|122|FT|TRUE||||ADDR200083|PHYSICAL||10942 S Mahon Cyn|||Santee|CA|92071|SAN DIEGO|858-555-0083|858-777-0083|janet.donnick@example.com|||122|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200055|NW001|Luis|Cerullo||1447065397||PHYSICIAN|117|FT|TRUE||||ADDR200055|PHYSICAL||3794 NE 196th Pass|||Jacumba|CA|91934|SAN DIEGO|858-555-0055|858-777-0055|luis.cerullo@example.com|||117|NONE|01|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200279|NW001|Harry|Perley||1442684269||PHYSICIAN|100|FT|TRUE||||ADDR200279|PHYSICAL||7240 NW Fir Crest Br|||San Diego|CA|92109|SAN DIEGO|619-555-0279|619-777-0279|harry.perley@example.com|||100|NONE|06|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200282|NW001|Andrea|Pharmer||1448102009||PHYSICIAN|62|FT|TRUE||||ADDR200282|PHYSICAL||2387 S 40th Blvd|||Carlsbad|CA|92011|SAN DIEGO|619-555-0282|619-777-0282|andrea.pharmer@example.com|||62|NONE|C7|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200130|NW001|Ronald|Gariepy||1449253577||PHYSICIAN|61|FT|TRUE||||ADDR200130|PHYSICAL||9411 Emberton Ln|||San Marcos|CA|92069|SAN DIEGO|858-555-0130|858-777-0130|ronald.gariepy@example.com|||61|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200328|NW001|Shawn|Sluter||1447934839||PHYSICIAN|141|FT|TRUE||||ADDR200328|PHYSICAL||3579 NW 172nd Park|Suite 428||Lakeside|CA|92040|SAN DIEGO|858-555-0328|858-777-0328|shawn.sluter@example.com|||141|NONE|06|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200149|NW001|Mildred|Halechko||1443363239||PHYSICIAN|14|FT|TRUE||||ADDR200149|PHYSICAL||5920 SW Filbert Pointe Pike|||Carlsbad|CA|92011|SAN DIEGO|858-555-0149|858-777-0149|mildred.halechko@example.com|||14|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200256|NW001|Joyce|Naftel||1440574619||PHYSICIAN|1|FT|TRUE||||ADDR200256|PHYSICAL||11997 NE Windle Pkwy|Suite 356||San Diego|CA|92103|SAN DIEGO|858-555-0256|858-777-0256|joyce.naftel@example.com|||1|NONE|13|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200128|NW001|Cindy|Gariepy||1446679481||PHYSICIAN|14|FT|TRUE||||ADDR200128|PHYSICAL||799 NW Wisteria Dr|Suite 228||El Cajon|CA|92019|SAN DIEGO|858-555-0128|858-777-0128|cindy.gariepy@example.com|||14|NONE|01|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200183|NW001|Gerald|Izaguirre||1445051766||PHYSICIAN|74|FT|TRUE||||ADDR200183|PHYSICAL||2928 E 100th Cir|||San Diego|CA|92154|SAN DIEGO|619-555-0183|619-777-0183|gerald.izaguirre@example.com|||74|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200259|NW001|Norma|Norem||1440779347||PHYSICIAN|116|FT|TRUE||||ADDR200259|PHYSICAL||9922 SE Heidtbrink Rd|||San Diego|CA|92122|SAN DIEGO|858-555-0259|858-777-0259|norma.norem@example.com|||116|NONE|39|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200309|NW001|Francis|Ruthers||1441116573||PHYSICIAN|134|FT|TRUE||||ADDR200309|PHYSICAL||18 SW Willow Ave|||San Diego|CA|92131|SAN DIEGO|619-555-0309|619-777-0309|francis.ruthers@example.com|||134|NONE|13|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200341|NW001|Brandon|Tables||1446674165||PHYSICIAN|31|FT|TRUE||||ADDR200341|PHYSICAL||11550 SE Worbington Pkwy|||San Diego|CA|92126|SAN DIEGO|858-555-0341|858-777-0341|brandon.tables@example.com|||31|NONE|39|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200131|NW001|Sheila|Gariepy||1448226337||PHYSICIAN|85|FT|TRUE||||ADDR200131|PHYSICAL||7910 N Abaya Vly|||Carlsbad|CA|92009|SAN DIEGO|858-555-0131|858-777-0131|sheila.gariepy@example.com|||85|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200297|NW001|Charles|Radisovich||1449391171||PHYSICIAN|104|FT|TRUE||||ADDR200297|PHYSICAL||1592 SE Adams Pass|||San Diego|CA|92120|SAN DIEGO|619-555-0297|619-777-0297|charles.radisovich@example.com|||104|NONE|C7|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200182|NW001|Alice|Ilaria||1449880123||PHYSICIAN|74|FT|TRUE||||ADDR200182|PHYSICAL||9321 Elder Cv|||San Diego|CA|92113|SAN DIEGO|858-555-0182|858-777-0182|alice.ilaria@example.com|||74|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200207|NW001|Alex|Krasnow||1448352754||PHYSICIAN|36|FT|TRUE||||ADDR200207|PHYSICAL||6757 Cypress Forest Cir|||Lakeside|CA|92040|SAN DIEGO|619-555-0207|619-777-0207|alex.krasnow@example.com|||36|NONE|66|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
